item_id,order_id,product_id,quantity,unit_price,discount_percent
2086,393,236,2,397,6
2087,24,256,2,2796,80
2088,8,324,4,3990,26
2089,605,188,5,673,39
2090,51,128,1,2812,63
2091,56,316,5,678,16
2092,782,136,5,2946,67
2093,894,318,2,4594,87
2094,68,14,1,3687,21
2095,462,156,3,4952,74
2096,294,35,5,1849,31
2097,398,310,5,4066,29
2098,606,486,2,1821,69
2099,11,223,3,1242,80
2100,147,411,2,4130,67
2101,503,357,4,3177,7
2102,102,18,5,259,75
2103,780,233,5,2620,93
2104,163,206,4,1968,83
2105,131,172,2,4558,20
2106,223,59,2,3326,87
2107,696,69,1,484,58
2108,934,195,3,1477,89
2109,647,345,1,1098,18
2110,445,281,2,2274,40
2111,23,464,1,2407,54
2112,349,290,3,1568,28
2113,963,464,5,3232,71
2114,913,263,5,3792,81
2115,675,374,4,587,66
2116,112,12,4,4796,43
2117,82,41,1,4598,9
2118,455,469,2,2274,120
2119,67,91,1,4576,55
2120,659,41,4,4319,18
2121,482,20,5,2676,79
2122,137,81,5,1383,9
2123,661,97,3,835,69
2124,43,165,1,3091,60
2125,756,60,5,3929,72
2126,214,213,4,4874,38
2127,156,308,1,794,72
2128,134,298,4,1350,3
2129,640,471,5,155,84
2130,418,84,5,4709,73
2131,956,225,2,4952,6
2132,175,444,5,2065,76
2133,678,68,3,814,90
2134,620,51,4,4345,40
2135,666,413,2,3455,83
2136,287,491,3,861,29
2137,707,226,1,620,48
2138,923,365,1,3702,28
2139,42,156,1,4606,35
2140,853,89,4,4723,77
2141,456,185,4,4672,71
2142,689,356,4,3930,85
2143,599,489,4,2443,78
2144,987,379,1,304,4
2145,728,347,2,403,96
2146,791,279,2,2701,82
2147,943,452,1,273,36
2148,635,96,4,1390,45
2149,372,116,4,494,38
2150,419,280,-4,245,89
2151,44,76,5,2022,66
2152,685,98,2,4202,75
2153,463,457,2,1303,83
2154,206,494,-5,994,51
2155,452,46,4,1715,58
2156,756,481,2,4188,71
2157,211,208,4,273,85
2158,224,494,5,4513,78
2159,19,50,2,2016,23
2160,329,11,4,2936,98
2161,603,169,4,2156,2
2162,102,404,5,2729,17
2163,266,465,5,4061,38
2164,354,471,3,3435,84
2165,982,368,2,3180,58
2166,5699,182,2,2316,73
2167,114,107,1,3104,68
2168,940,196,4,3142,80
2169,127,372,2,2769,60
2170,122,451,5,2278,60
2171,622,169,2,1973,14
2172,770,317,5,2542,95
2173,941,349,1,4141,78
2174,715,139,5,511,86
2175,564,304,2,213,81
2176,80,70,1,3997,99
2177,904,228,5,4322,62
2178,235,356,4,3993,63
2179,104,402,2,1562,54
2180,302,277,3,910,85
2181,369,189,5,2351,35
2182,635,296,3,2025,78
2183,790,154,3,2062,95
2184,281,237,4,4807,60
2185,926,425,2,3652,65
2186,310,453,2,1757,68
2187,364,416,3,761,11
2188,177,314,1,184,3
2189,55,475,4,2648,39
2190,218,228,4,1104,16
2191,235,134,3,1404,86
2192,946,411,2,3461,84
2193,898,372,4,763,15
2194,969,236,2,998,55
2195,27,389,1,4618,10
2196,850,4,1,3235,26
2197,340,154,3,2282,20
2198,754,481,2,2454,17
2199,106,308,4,3163,75
2200,765,160,4,1276,30
2201,387,410,5,416,57
2202,302,163,4,3445,16
2203,522,224,2,171,80
2204,912,476,3,2604,14
2205,468,182,4,1419,82
2206,953,432,1,904,27
2207,171,484,2,4209,95
2208,180,380,5,4946,47
2209,694,396,1,3690,88
2210,508,424,3,2376,16
2211,149,305,4,568,21
2212,484,261,1,1066,1
2213,247,316,2,2294,35
2214,61,178,3,3239,99
2215,719,462,2,3322,46
2216,868,118,4,2532,41
2217,973,145,2,4338,89
2218,902,253,3,1812,59
2219,209,166,2,3634,17
2220,714,356,4,980,22
2221,815,179,3,214,87
2222,28,223,1,2131,6
2223,550,236,4,4910,42
2224,57,243,4,2475,34
2225,5599,446,2,508,1
2226,481,76,4,4507,45
2227,973,60,1,4808,61
2228,401,135,2,2933,40
2229,812,42,5,3476,20
2230,407,486,4,2178,67
2231,497,7,3,2060,58
2232,136,311,1,4206,15
2233,254,190,5,2454,20
2234,900,38,1,1651,67
2235,682,411,5,1418,11
2236,643,429,2,3253,0
2237,372,160,2,4138,81
2238,558,38,5,181,41
2239,25,368,1,1687,5
2240,5816,425,3,2047,35
2241,415,264,2,1718,19
2242,568,72,2,2962,24
2243,652,151,2,2075,40
2244,148,19,5,2922,66
2245,283,136,3,3620,88
2246,644,484,3,762,18
2247,63,120,5,4856,57
2248,637,304,3,3501,9
2249,212,94,4,1174,10
2250,576,63,2,2500,56
2251,310,389,3,4310,36
2252,722,233,1,3536,93
2253,357,153,1,2709,19
2254,79,464,-4,2562,44
2255,96,413,5,1413,63
2256,787,265,2,612,1
2257,320,428,3,859,27
2258,234,435,5,2850,90
2259,473,124,5,4535,80
2260,233,470,2,3803,28
2261,993,440,2,205,37
2262,234,133,2,867,0
2263,568,127,5,2533,17
2264,805,303,4,3749,12
2265,573,262,1,1441,7
2266,98,54,2,1679,46
2267,903,121,-3,183,97
2268,402,272,2,392,4
2269,545,324,3,230,96
2270,569,362,2,1074,30
2271,83,46,4,2999,5
2272,687,81,2,1497,52
2273,272,341,3,814,86
2274,751,32,4,934,8
2275,174,466,2,795,53
2276,709,27,4,260,41
2277,704,195,1,2348,19
2278,479,371,3,2573,9
2279,186,465,4,1646,85
2280,52,479,4,4355,27
2281,226,393,4,4131,83
2282,551,313,5,2058,53
2283,683,48,5,1073,87
2284,897,188,3,2656,67
2285,54,106,4,3837,48
2286,589,325,4,2687,5
2287,818,158,4,1986,33
2288,781,336,4,3931,0
2289,759,269,1,1412,59
2290,32,474,5,2140,94
2291,982,316,4,1267,57
2292,143,258,2,1483,13
2293,243,32,3,3081,34
2294,862,327,1,2127,92
2295,878,270,5,214,2
2296,985,346,2,1872,75
2297,55,106,5,3141,49
2298,827,91,2,242,91
2299,545,132,4,4271,25
2300,15,35,5,2109,48
2301,882,63,1,3860,44
2302,535,400,2,672,95
2303,908,349,4,1419,73
2304,210,451,1,2312,54
2305,829,70,3,1794,91
2306,750,160,-3,4785,6
2307,935,250,1,802,91
2308,198,386,2,633,23
2309,221,322,4,3248,120
2310,521,145,2,4908,32
2311,288,486,4,1197,97
2312,904,387,2,3997,58
2313,893,62,5,1714,100
2314,207,36,-3,1340,90
2315,414,255,3,1069,90
2316,219,295,2,3204,20
2317,941,301,3,407,99
2318,942,8,4,771,20
2319,773,172,3,4411,19
2320,908,473,5,3482,19
2321,46,185,2,694,51
2322,761,465,5,3581,16
2323,999,489,2,4871,46
2324,690,432,2,383,0
2325,580,116,5,1425,63
2326,981,378,1,2496,42
2327,911,144,1,1566,86
2328,662,390,1,4425,83
2329,531,122,1,275,77
2330,338,500,1,1115,76
2331,789,477,4,2037,59
2332,894,261,3,4770,48
2333,869,190,5,2309,32
2334,98,148,1,1540,91
2335,957,419,4,3647,41
2336,641,66,5,2989,68
2337,680,473,5,994,53
2338,642,460,1,818,65
2339,908,357,4,2401,19
2340,636,213,4,1872,12
2341,445,297,1,4078,4
2342,347,61,1,4664,98
2343,815,317,5,260,75
2344,973,394,1,2627,26
2345,252,128,1,2429,1
2346,163,338,5,4105,47
2347,198,293,2,2148,51
2348,818,484,1,2432,47
2349,515,192,3,2352,50
2350,893,149,4,4466,9
2351,885,111,-1,4670,70
2352,233,148,3,2431,55
2353,9,20,5,2497,67
2354,5511,386,1,4452,43
2355,968,91,3,3176,28
2356,749,355,4,4435,93
2357,686,78,4,501,0
2358,848,70,3,4272,95
2359,131,35,3,104,26
2360,534,352,4,1767,91
2361,796,70,3,1137,75
2362,812,161,4,3546,100
2363,626,124,5,2397,33
2364,915,190,3,833,45
2365,726,99,1,2106,78
2366,165,438,3,447,37
2367,832,261,5,258,94
2368,829,93,2,3302,54
2369,994,227,5,1736,21
2370,953,247,3,3754,66
2371,611,162,1,2096,46
2372,739,34,3,2846,63
2373,66,442,4,3640,82
2374,452,132,4,3242,10
2375,497,7,4,2394,31
2376,280,164,4,2666,86
2377,4,453,4,758,47
2378,774,93,3,2847,30
2379,862,442,1,1532,38
2380,242,81,2,1508,77
2381,540,458,5,2792,35
2382,613,99,3,207,100
2383,368,188,3,2476,15
2384,39,33,5,2116,42
2385,683,463,5,826,18
2386,789,326,3,4543,8
2387,501,373,3,4880,9
2388,91,454,1,2505,16
2389,227,209,5,3840,63
2390,18,447,1,4477,61
2391,474,243,2,4987,40
2392,24,480,4,2009,24
2393,335,155,1,2861,52
2394,67,165,-1,329,43
2395,736,229,2,2083,96
2396,522,16,2,1072,56
2397,242,151,5,4184,98
2398,242,287,2,249,28
2399,595,260,2,409,71
2400,189,342,4,1778,23
2401,584,63,3,1174,0
2402,367,160,2,3458,19
2403,586,435,4,1854,64
2404,728,217,3,3429,1
2405,856,209,1,3246,91
2406,736,15,4,1390,71
2407,696,109,2,3825,74
2408,244,6,1,4025,52
2409,723,65,3,4966,3
2410,446,251,5,1118,69
2411,821,159,1,1598,74
2412,625,449,3,387,87
2413,625,213,5,3486,6
2414,33,437,4,554,70
2415,337,349,2,2550,72
2416,672,482,2,4479,81
2417,640,27,5,2481,11
2418,915,300,4,531,10
2419,591,41,1,3922,87
2420,994,423,2,3342,29
2421,904,130,4,2544,91
2422,540,305,5,3660,92
2423,778,112,2,2006,25
2424,905,295,4,1462,77
2425,603,39,5,4834,19
2426,660,409,2,4076,74
2427,912,405,5,3482,93
2428,823,431,3,2582,97
2429,830,7,1,1585,15
2430,818,93,2,1585,1
2431,741,382,2,2304,55
2432,242,469,4,3509,93
2433,414,166,2,235,83
2434,657,234,5,665,44
2435,407,233,4,4499,6
2436,801,282,1,1175,84
2437,971,329,2,2103,51
2438,956,122,4,612,71
2439,95,58,5,2681,92
2440,764,69,3,2376,36
2441,569,250,1,2208,13
2442,271,438,4,4216,21
2443,64,380,1,1803,23
2444,216,425,4,4850,74
2445,788,245,2,3572,97
2446,350,265,1,4280,46
2447,991,120,5,3536,43
2448,290,68,2,4126,76
2449,135,488,4,2859,81
2450,268,191,2,1607,84
2451,942,98,5,2672,30
2452,874,238,1,1375,24
2453,347,321,5,2725,50
2454,896,157,1,334,34
2455,452,281,5,157,82
2456,647,159,5,836,43
2457,559,110,2,722,47
2458,806,39,4,3825,68
2459,224,311,4,1414,100
2460,939,367,2,2705,26
2461,483,344,-5,2518,77
2462,980,268,5,1327,28
2463,5190,89,3,2213,64
2464,969,360,3,4311,59
2465,821,179,3,1450,79
2466,756,144,5,1536,48
2467,237,166,2,4538,90
2468,399,74,5,2903,8
2469,599,442,3,2575,1
2470,910,489,2,4219,26
2471,932,351,2,469,38
2472,66,491,1,224,17
2473,485,281,2,3839,28
2474,680,19,4,4881,4
2475,730,317,1,1427,80
2476,829,127,5,1200,9
2477,260,147,3,758,78
2478,56,123,2,3218,95
2479,261,31,2,1899,0
2480,509,140,2,1120,84
2481,701,32,2,2140,74
2482,816,5,2,2861,20
2483,252,143,1,1817,120
2484,5258,184,3,499,73
2485,502,104,1,3593,87
2486,455,3,2,3262,47
2487,945,61,4,3745,71
2488,36,142,1,575,8
2489,733,490,4,684,6
2490,390,62,5,1208,93
2491,863,126,3,4472,92
2492,366,96,2,1267,77
2493,896,468,5,3542,30
2494,281,366,2,2945,86
2495,544,455,2,4675,24
2496,333,405,2,4247,87
2497,27,61,3,585,69
2498,696,303,2,4456,19
2499,346,134,2,2322,37
2500,408,71,1,2865,5
2501,331,326,4,1938,50
2502,203,473,5,176,31
2503,542,18,5,3387,30
2504,333,267,2,4199,38
2505,134,229,1,1365,39
2506,510,286,1,1693,98
2507,670,414,2,2570,85
2508,687,431,1,3897,65
2509,540,141,4,2617,35
2510,580,396,2,3564,78
2511,232,99,5,1732,37
2512,71,322,4,3672,59
2513,462,58,4,2407,27
2514,816,426,4,2497,81
2515,721,18,1,3664,27
2516,100,352,3,3111,77
2517,232,146,3,3310,7
2518,330,139,4,257,37
2519,174,469,-2,4727,27
2520,376,472,5,1026,9
2521,673,373,1,3997,33
2522,672,45,4,4370,42
2523,729,422,1,2598,68
2524,992,193,3,2973,6
2525,182,124,1,1160,83
2526,895,454,3,3624,0
2527,586,261,1,1501,46
2528,540,454,1,1889,17
2529,674,18,1,724,27
2530,926,455,3,4854,74
2531,64,407,3,3029,30
2532,205,465,4,3318,60
2533,102,460,5,4016,25
2534,938,298,2,683,67
2535,916,496,1,319,28
2536,66,312,2,3313,38
2537,5528,295,4,433,60
2538,462,140,3,2131,17
2539,928,238,4,3960,79
2540,715,396,2,3883,61
2541,281,280,3,1764,94
2542,19,446,4,4444,31
2543,840,72,4,937,78
2544,385,438,3,2771,53
2545,566,245,4,2256,100
2546,440,111,4,1162,24
2547,558,279,2,3803,19
2548,841,213,3,588,73
2549,547,281,2,2076,84
2550,242,193,2,3436,38
2551,380,359,5,634,66
2552,555,330,1,4633,79
2553,501,359,1,3028,76
2554,250,102,5,1226,120
2555,717,287,1,1136,5
2556,351,167,4,996,53
2557,983,209,4,4961,99
2558,983,419,3,4242,39
2559,20,101,1,2166,58
2560,627,172,3,2929,59
2561,443,24,5,742,65
2562,296,321,3,3832,14
2563,287,238,4,939,83
2564,159,481,4,1138,25
2565,786,421,3,493,97
2566,626,478,4,4774,97
2567,688,376,4,2770,78
2568,269,370,5,2070,84
2569,195,286,4,2485,96
2570,812,234,4,1361,47
2571,999,270,5,3728,39
2572,830,345,3,1658,9
2573,52,247,4,4628,85
2574,629,138,1,4594,85
2575,533,164,-3,476,87
2576,189,418,5,3836,15
2577,253,240,1,3497,40
2578,169,452,4,274,14
2579,244,345,2,2091,19
2580,207,20,3,2675,41
2581,912,445,2,3146,51
2582,458,318,2,3593,94
2583,841,62,2,3270,48
2584,637,329,1,1061,21
2585,650,184,4,4861,50
2586,283,490,5,2619,50
2587,715,311,2,4442,98
2588,440,225,5,1040,25
2589,517,499,5,2624,69
2590,238,422,5,1382,68
2591,271,4,1,4238,24
2592,89,135,3,1551,71
2593,561,149,1,4270,58
2594,656,334,4,3028,29
2595,5231,439,5,4622,0
2596,266,395,4,1425,77
2597,483,199,3,1238,13
2598,629,231,5,1886,10
2599,767,127,1,1331,6
2600,763,396,3,786,88
2601,653,495,3,2536,42
2602,251,178,5,3259,69
2603,109,69,2,2029,22
2604,35,3,4,2407,49
2605,221,104,2,2005,11
2606,689,413,5,265,63
2607,609,298,4,2776,47
2608,568,346,4,1125,53
2609,209,162,2,441,15
2610,249,291,2,2207,70
2611,585,303,1,3272,40
2612,130,149,4,1131,88
2613,314,321,4,266,14
2614,460,222,1,2116,72
2615,194,217,1,1959,64
2616,408,404,3,2748,64
2617,727,100,4,4414,24
2618,94,207,4,1611,70
2619,473,319,2,4063,8
2620,613,82,2,2754,54
2621,826,418,3,1690,26
2622,183,413,2,4917,45
2623,5095,489,-5,4095,53
2624,745,273,2,3269,31
2625,909,7,5,3040,46
2626,276,390,-5,4380,11
2627,817,406,4,2223,56
2628,852,271,4,1643,66
2629,107,416,2,438,45
2630,693,69,3,3412,88
2631,656,161,4,2454,71
2632,360,33,3,1355,24
2633,574,411,1,273,0
2634,859,315,2,3817,64
2635,90,232,5,4875,31
2636,7,472,3,2760,17
2637,338,43,4,4542,40
2638,531,427,3,3802,27
2639,101,300,1,1258,65
2640,619,187,1,4662,50
2641,928,478,5,3737,79
2642,94,175,5,3512,56
2643,71,335,4,241,72
2644,565,444,4,4624,52
2645,862,102,1,4416,84
2646,563,457,5,1388,89
2647,594,462,1,3675,17
2648,189,137,5,2384,5
2649,926,372,5,606,56
2650,983,307,3,4375,6
2651,587,259,1,428,59
2652,137,440,4,1274,4
2653,132,418,1,3662,92
2654,711,29,5,3112,77
2655,722,41,2,817,33
2656,296,391,4,1892,76
2657,630,26,-2,2493,68
2658,598,187,3,933,89
2659,180,102,5,382,2
2660,5164,171,4,943,59
2661,436,368,5,3039,61
2662,791,319,3,3079,16
2663,405,223,2,2029,98
2664,968,236,1,4381,57
2665,750,22,4,4130,52
2666,925,350,3,1688,50
2667,775,228,4,2830,23
2668,5763,267,3,496,78
2669,253,500,5,4539,60
2670,944,120,5,4981,57
2671,5779,203,1,184,20
2672,494,9,3,4061,96
2673,616,325,1,2271,35
2674,805,65,1,349,45
2675,81,182,5,3477,98
2676,505,159,3,207,98
2677,54,285,3,4133,40
2678,579,460,4,3949,87
2679,793,47,1,815,37
2680,36,278,4,2448,8
2681,798,348,4,648,42
2682,524,260,1,1211,89
2683,891,66,4,1985,13
2684,282,435,3,1362,74
2685,177,99,1,1321,76
2686,683,239,2,1000,76
2687,863,304,1,2500,45
2688,208,36,1,311,94
2689,909,50,5,1492,17
2690,650,204,-5,2661,68
2691,736,209,5,4941,76
2692,788,446,2,4924,63
2693,691,485,-3,1413,89
2694,659,329,5,2482,61
2695,695,192,3,3923,29
2696,748,329,-2,2144,65
2697,46,1,4,139,68
2698,259,139,3,2848,9
2699,756,41,4,718,80
2700,310,237,2,1191,27
2701,613,480,1,2238,92
2702,899,247,1,2234,8
2703,351,61,2,2205,44
2704,988,400,2,2820,25
2705,972,361,5,4097,0
2706,56,415,4,1818,18
2707,60,373,2,2642,65
2708,79,247,-5,2838,85
2709,123,353,3,2052,52
2710,736,251,1,3058,95
2711,697,223,1,3536,30
2712,236,47,5,2072,50
2713,676,469,2,2190,10
2714,635,69,2,2330,32
2715,229,278,2,3836,27
2716,917,491,-3,1066,19
2717,33,421,2,2113,64
2718,547,399,3,2979,23
2719,612,346,3,1274,11
2720,543,466,5,1937,120
2721,7,42,3,3838,43
2722,881,488,2,2543,55
2723,11,218,1,539,5
2724,229,380,2,1252,5
2725,843,300,5,176,72
2726,687,25,3,280,20
2727,401,276,1,1994,97
2728,466,373,1,195,95
2729,646,38,2,2183,67
2730,34,188,4,1304,24
2731,520,80,1,246,33
2732,914,380,2,1912,96
2733,779,327,-3,647,54
2734,479,93,1,1746,77
2735,480,267,-4,1073,92
2736,782,485,4,987,1
2737,781,72,5,4194,30
2738,511,427,3,3113,58
2739,815,38,3,833,8
2740,602,22,3,3763,47
2741,988,497,1,477,11
2742,550,76,4,3108,3
2743,5132,273,3,4097,94
2744,666,414,2,3982,33
2745,264,340,4,4978,59
2746,5493,53,4,2456,31
2747,911,363,5,129,79
2748,991,80,5,2841,64
2749,957,331,4,2645,26
2750,843,104,4,275,30
2751,817,73,4,4333,19
2752,485,122,1,3738,99
2753,810,95,1,4005,20
2754,179,135,5,3832,20
2755,350,183,5,356,50
2756,831,174,2,1486,0
2757,50,250,-5,1125,5
2758,714,459,1,4062,12
2759,296,162,4,1926,39
2760,380,94,2,3661,71
2761,611,223,-3,2510,55
2762,940,383,4,4978,97
2763,603,334,1,4812,58
2764,526,26,5,529,52
2765,777,362,3,2664,24
2766,930,122,3,4726,30
2767,187,338,4,2826,34
2768,236,113,3,4549,70
2769,284,304,2,677,65
2770,183,51,5,4859,61
2771,582,465,5,3548,8
2772,112,155,3,1369,58
2773,427,66,2,3303,93
2774,330,236,5,3961,63
2775,204,72,3,2346,33
2776,64,300,5,2023,72
2777,144,199,5,3579,23
2778,620,192,5,4803,55
2779,638,168,3,4397,77
2780,168,143,3,1617,56
2781,301,247,5,1826,120
2782,125,55,4,3594,34
2783,50,255,2,1886,31
2784,637,448,1,1642,41
2785,536,153,-5,3789,82
2786,774,386,4,1538,15
2787,794,342,1,4067,72
2788,216,474,4,2167,76
2789,852,118,2,1655,79
2790,45,449,1,4971,81
2791,628,267,2,620,31
2792,778,361,5,872,86
2793,951,196,2,2532,53
2794,453,400,3,4764,96
2795,988,441,2,4948,5
2796,337,352,1,329,45
2797,822,91,1,268,20
2798,419,36,1,2446,13
2799,76,317,5,289,74
2800,314,278,2,268,87
2801,297,70,1,4561,87
2802,980,165,2,1990,77
2803,758,95,5,3477,14
2804,55,455,3,2453,20
2805,1,327,2,3662,47
2806,573,311,4,3945,3
2807,380,418,3,214,100
2808,872,204,3,439,13
2809,239,275,3,1466,3
2810,617,487,2,3959,46
2811,665,267,2,1723,13
2812,416,46,4,2952,23
2813,352,337,1,3336,31
2814,398,139,1,3451,4
2815,783,361,2,918,94
2816,129,332,3,1006,75
2817,323,420,-3,1306,40
2818,524,281,5,1801,19
2819,176,90,4,2296,97
2820,21,62,4,4307,84
2821,297,315,5,2426,36
2822,283,440,1,3415,2
2823,54,138,1,2006,49
2824,324,226,2,293,49
2825,882,265,3,884,91
2826,364,14,3,2512,40
2827,136,353,2,3812,68
2828,589,474,5,1971,22
2829,645,377,3,504,36
2830,623,211,1,3628,4
2831,880,232,5,364,57
2832,770,245,1,1026,67
2833,133,464,4,4059,68
2834,856,146,2,2755,81
2835,277,14,2,3409,12
2836,23,353,3,1847,27
2837,169,9,5,1576,57
2838,968,353,4,3898,0
2839,820,491,3,1001,14
2840,87,342,4,537,33
2841,787,181,2,2225,47
2842,592,290,2,1348,57
2843,656,417,2,1478,30
2844,772,441,3,4127,97
2845,202,414,5,2065,72
2846,377,249,2,1381,34
2847,836,432,5,1535,10
2848,383,13,3,4760,27
2849,738,298,1,3241,71
2850,472,214,4,2437,49
2851,257,464,3,720,26
2852,392,402,3,4810,81
2853,257,440,4,4372,14
2854,285,420,1,3635,16
2855,258,457,4,2193,120
2856,468,384,2,3280,2
2857,562,491,1,408,57
2858,420,378,3,3127,29
2859,903,256,4,473,37
2860,512,113,5,491,69
2861,666,174,3,3905,0
2862,130,402,5,3908,72
2863,521,397,2,2709,66
2864,267,386,3,3001,96
2865,867,425,2,4841,60
2866,44,126,1,2071,90
2867,685,361,3,423,97
2868,709,176,1,116,63
2869,131,299,2,3666,95
2870,396,362,5,3896,84
2871,344,379,2,4364,98
2872,5948,7,4,3331,9
2873,736,436,-1,3485,82
2874,410,385,4,2954,80
2875,350,379,3,3870,70
2876,867,437,3,4970,42
2877,617,363,3,1795,95
2878,333,194,5,2124,62
2879,180,136,3,3682,76
2880,982,86,5,2380,120
2881,386,467,3,890,40
2882,268,198,5,2967,27
2883,580,33,3,1968,50
2884,953,218,1,4616,26
2885,101,28,1,3934,47
2886,861,440,1,4175,63
2887,491,462,4,298,22
2888,944,415,3,3830,27
2889,74,492,4,2613,24
2890,119,176,5,2391,83
2891,686,287,3,2998,0
2892,577,296,3,1171,100
2893,996,115,5,2700,72
2894,5412,76,4,4383,76
2895,635,319,5,1151,84
2896,156,89,2,4899,89
2897,554,239,4,2958,65
2898,709,295,2,4512,85
2899,427,333,4,4190,85
2900,124,179,3,2190,87
2901,707,440,4,1462,51
2902,101,440,3,4427,65
2903,29,70,-4,435,74
2904,561,87,5,4062,12
2905,888,78,1,4140,23
2906,587,175,2,686,28
2907,583,214,3,4120,40
2908,566,289,5,1614,5
2909,470,386,2,4145,7
2910,429,54,4,2239,41
2911,848,89,3,2287,25
2912,996,316,-3,4744,32
2913,697,375,1,1356,13
2914,268,127,3,2615,83
2915,817,180,2,4048,47
2916,542,342,2,3814,67
2917,926,403,1,1740,17
2918,561,392,4,4936,25
2919,555,201,1,944,13
2920,107,451,2,2807,0
2921,4,440,4,1845,99
2922,603,430,4,2142,32
2923,688,334,2,2013,85
2924,624,413,5,3748,2
2925,905,184,4,1110,78
2926,814,323,1,346,66
2927,996,11,4,1008,23
2928,401,397,2,2502,5
2929,121,206,5,1563,23
2930,340,365,1,963,95
2931,458,11,3,2237,71
2932,753,81,5,3446,19
2933,865,204,1,3349,80
2934,573,319,4,1483,30
2935,95,340,1,349,19
2936,763,310,4,2545,94
2937,746,488,3,1671,16
2938,68,252,3,4626,37
2939,207,371,5,2017,49
2940,532,110,2,285,16
2941,162,369,4,2307,91
2942,667,166,2,1687,28
2943,214,53,1,3698,80
2944,807,441,1,577,32
2945,632,161,4,279,65
2946,99,234,2,4472,87
2947,893,421,5,2191,6
2948,256,321,4,3031,54
2949,507,251,1,198,81
2950,906,136,1,4674,11
2951,339,126,3,1758,76
2952,813,412,1,3497,39
2953,818,58,5,2556,78
2954,354,295,4,686,58
2955,57,467,3,2036,26
2956,5057,202,3,2525,51
2957,70,203,1,1910,41
2958,975,236,2,2646,56
2959,408,417,3,2970,23
2960,331,295,1,2208,22
2961,272,52,2,4933,6
2962,683,205,5,4928,7
2963,684,483,3,101,64
2964,884,218,5,1704,42
2965,66,320,4,1367,34
2966,719,6,1,1685,40
2967,560,362,4,3806,1
2968,747,126,2,2403,10
2969,832,441,2,1092,32
2970,976,69,4,2824,94
2971,690,90,5,4320,73
2972,247,414,2,989,38
2973,583,12,5,3835,93
2974,461,33,1,3606,98
2975,564,229,5,856,35
2976,486,468,1,2633,83
2977,112,2,4,2046,11
2978,976,104,3,2667,43
2979,836,195,4,4610,59
2980,837,484,2,4607,17
2981,666,231,3,3871,6
2982,882,485,1,2268,81
2983,696,236,2,547,100
2984,406,214,3,3619,60
2985,509,337,1,3125,11
2986,830,390,1,3947,85
2987,129,189,5,2891,28
2988,371,245,3,2963,26
2989,295,13,3,378,36
2990,454,470,4,4142,75
2991,431,8,5,3727,12
2992,335,369,3,1244,47
2993,848,62,2,229,29
2994,606,74,1,3902,27
2995,314,422,2,1961,58
2996,839,202,3,2502,38
2997,578,274,2,2249,58
2998,292,407,4,4590,83
2999,997,349,1,3858,72
3000,947,451,4,920,48
291,691,8,1,3661,73
321,774,7,-2,1261,14
756,42,250,1,1169,39
1919,768,447,1,1267,21
2065,18,56,1,3542,53
375,630,28,1,1663,10
1395,815,203,2,2476,80
2308,198,386,2,633,23
336,644,432,1,2946,31
440,468,42,3,4717,78
2096,294,35,5,1849,31
666,602,491,5,2215,61
535,794,310,5,747,89
1457,112,178,4,2586,80
2977,112,2,4,2046,11
1806,325,275,1,3947,100
1313,207,16,5,986,20
1770,449,373,1,3776,0
2387,501,373,3,4880,9
1141,909,429,5,2178,36
